investor_id,gap_days,risk_flag
INV000935,73.0,AT_RISK
INV000936,,ACTIVE
INV000937,,ACTIVE
INV000938,153.0,AT_RISK
INV000939,154.0,AT_RISK
INV000940,,ACTIVE
INV000941,455.0,AT_RISK
INV000942,92.0,AT_RISK
INV000943,,ACTIVE
INV000944,282.0,AT_RISK
INV000945,,ACTIVE
INV000946,234.0,AT_RISK
INV000947,221.0,AT_RISK
INV000948,17.0,ACTIVE
INV000949,135.0,AT_RISK
INV000950,215.0,AT_RISK
INV000951,,ACTIVE
INV000953,185.0,AT_RISK
INV000954,244.0,AT_RISK
INV000955,267.0,AT_RISK
INV000956,,ACTIVE
INV000957,237.0,AT_RISK
INV000958,315.0,AT_RISK
INV000959,84.0,AT_RISK
INV000960,218.0,AT_RISK
INV000961,240.0,AT_RISK
INV000962,166.0,AT_RISK
INV000963,231.0,AT_RISK
INV000964,59.0,AT_RISK
INV000965,,ACTIVE
INV000966,119.0,AT_RISK
INV000967,47.0,AT_RISK
INV000968,302.0,AT_RISK
INV000969,201.0,AT_RISK
INV000970,60.0,AT_RISK
INV000971,139.0,AT_RISK
INV000972,77.0,AT_RISK
INV000974,143.0,AT_RISK
INV000975,,ACTIVE
INV000977,147.0,AT_RISK
INV000978,177.0,AT_RISK
INV000979,115.0,AT_RISK
INV000980,121.0,AT_RISK
INV000981,104.0,AT_RISK
INV000982,70.0,AT_RISK
INV000983,198.0,AT_RISK
INV000984,150.0,AT_RISK
INV000985,223.0,AT_RISK
INV000986,182.0,AT_RISK
INV000987,132.0,AT_RISK
INV000988,,ACTIVE
INV000989,426.0,AT_RISK
INV000990,263.0,AT_RISK
INV000991,,ACTIVE
INV000992,240.0,AT_RISK
INV000993,,ACTIVE
INV000994,167.0,AT_RISK
INV000995,24.0,ACTIVE
INV000997,156.0,AT_RISK
INV000998,113.0,AT_RISK
INV000999,145.0,AT_RISK
INV001001,137.0,AT_RISK
INV001002,85.0,AT_RISK
INV001003,138.0,AT_RISK
INV001004,147.0,AT_RISK
INV001005,206.0,AT_RISK
INV001006,142.0,AT_RISK
INV001007,,ACTIVE
INV001008,191.0,AT_RISK
INV001009,176.0,AT_RISK
INV001010,,ACTIVE
INV001011,418.0,AT_RISK
INV001012,102.0,AT_RISK
INV001013,164.0,AT_RISK
INV001014,357.0,AT_RISK
INV001015,85.0,AT_RISK
INV001016,199.0,AT_RISK
INV001017,142.0,AT_RISK
INV001019,180.0,AT_RISK
INV001020,54.0,AT_RISK
INV001021,186.0,AT_RISK
INV001023,202.0,AT_RISK
INV001024,306.0,AT_RISK
INV001025,76.0,AT_RISK
INV001026,132.0,AT_RISK
INV001027,149.0,AT_RISK
INV001028,182.0,AT_RISK
INV001029,168.0,AT_RISK
INV001030,,ACTIVE
INV001031,415.0,AT_RISK
INV001032,,ACTIVE
INV001033,,ACTIVE
INV001034,182.0,AT_RISK
INV001035,,ACTIVE
INV001036,296.0,AT_RISK
INV001037,86.0,AT_RISK
INV001038,113.0,AT_RISK
INV001039,187.0,AT_RISK
INV001040,132.0,AT_RISK
INV001041,195.0,AT_RISK
INV001042,200.0,AT_RISK
INV001043,235.0,AT_RISK
INV001044,117.0,AT_RISK
INV001045,191.0,AT_RISK
INV001046,36.0,AT_RISK
INV001047,142.0,AT_RISK
INV001048,84.0,AT_RISK
INV001049,177.0,AT_RISK
INV001050,156.0,AT_RISK
INV001051,139.0,AT_RISK
INV001052,285.0,AT_RISK
INV001053,116.0,AT_RISK
INV001054,183.0,AT_RISK
INV001055,177.0,AT_RISK
INV001056,,ACTIVE
INV001057,228.0,AT_RISK
INV001058,109.0,AT_RISK
INV001059,333.0,AT_RISK
INV001060,89.0,AT_RISK
INV001061,141.0,AT_RISK
INV001062,201.0,AT_RISK
INV001063,120.0,AT_RISK
INV001064,160.0,AT_RISK
INV001065,253.0,AT_RISK
INV001066,32.0,ACTIVE
INV001067,246.0,AT_RISK
INV001068,261.0,AT_RISK
INV001069,98.0,AT_RISK
INV001070,329.0,AT_RISK
INV001071,23.0,ACTIVE
INV001072,128.0,AT_RISK
INV001073,14.0,ACTIVE
INV001074,119.0,AT_RISK
INV001075,105.0,AT_RISK
INV001076,298.0,AT_RISK
INV001077,191.0,AT_RISK
INV001079,308.0,AT_RISK
INV001080,54.0,AT_RISK
INV001081,395.0,AT_RISK
INV001082,209.0,AT_RISK
INV001083,117.0,AT_RISK
INV001084,,ACTIVE
INV001085,155.0,AT_RISK
INV001086,112.0,AT_RISK
INV001087,175.0,AT_RISK
INV001088,163.0,AT_RISK
INV001089,,ACTIVE
INV001090,,ACTIVE
INV001091,138.0,AT_RISK
INV001092,186.0,AT_RISK
INV001093,134.0,AT_RISK
INV001094,145.0,AT_RISK
INV001095,244.0,AT_RISK
INV001096,176.0,AT_RISK
INV001099,63.0,AT_RISK
INV001100,,ACTIVE
INV001101,189.0,AT_RISK
INV001102,87.0,AT_RISK
INV001103,142.0,AT_RISK
INV001104,,ACTIVE
INV001105,,ACTIVE
INV001106,300.0,AT_RISK
INV001107,72.0,AT_RISK
INV001108,199.0,AT_RISK
INV001109,118.0,AT_RISK
INV001110,147.0,AT_RISK
INV001111,201.0,AT_RISK
INV001112,66.0,AT_RISK
INV001113,73.0,AT_RISK
INV001114,406.0,AT_RISK
INV001115,290.0,AT_RISK
INV001116,194.0,AT_RISK
INV001117,137.0,AT_RISK
INV001118,204.0,AT_RISK
INV001119,327.0,AT_RISK
INV001120,72.0,AT_RISK
INV001121,197.0,AT_RISK
INV001122,309.0,AT_RISK
INV001123,203.0,AT_RISK
INV001124,159.0,AT_RISK
INV001126,23.0,ACTIVE
INV001127,189.0,AT_RISK
INV001128,122.0,AT_RISK
INV001129,,ACTIVE
INV001130,131.0,AT_RISK
INV001131,191.0,AT_RISK
INV001132,,ACTIVE
INV001133,112.0,AT_RISK
INV001134,,ACTIVE
INV001136,58.0,AT_RISK
INV001137,120.0,AT_RISK
INV001138,351.0,AT_RISK
INV001139,325.0,AT_RISK
INV001140,125.0,AT_RISK
INV001141,132.0,AT_RISK
INV001142,106.0,AT_RISK
INV001143,146.0,AT_RISK
INV001144,194.0,AT_RISK
INV001145,39.0,AT_RISK
INV001146,,ACTIVE
INV001148,151.0,AT_RISK
INV001149,276.0,AT_RISK
INV001150,228.0,AT_RISK
INV001151,302.0,AT_RISK
INV001152,128.0,AT_RISK
INV001153,,ACTIVE
INV001154,308.0,AT_RISK
INV001155,131.0,AT_RISK
INV001156,175.0,AT_RISK
INV001157,98.0,AT_RISK
INV001158,256.0,AT_RISK
INV001159,,ACTIVE
INV001160,99.0,AT_RISK
INV001161,159.0,AT_RISK
INV001163,255.0,AT_RISK
INV001164,202.0,AT_RISK
INV001165,103.0,AT_RISK
INV001166,299.0,AT_RISK
INV001167,207.0,AT_RISK
INV001168,161.0,AT_RISK
INV001169,272.0,AT_RISK
INV001170,119.0,AT_RISK
INV001171,123.0,AT_RISK
INV001172,107.0,AT_RISK
INV001173,146.0,AT_RISK
INV001174,266.0,AT_RISK
INV001175,116.0,AT_RISK
INV001176,81.0,AT_RISK
INV001177,,ACTIVE
INV001178,140.0,AT_RISK
INV001179,,ACTIVE
INV001180,198.0,AT_RISK
INV001181,163.0,AT_RISK
INV001182,10.0,ACTIVE
INV001183,145.0,AT_RISK
INV001184,,ACTIVE
INV001185,208.0,AT_RISK
INV001186,118.0,AT_RISK
INV001187,,ACTIVE
INV001188,,ACTIVE
INV001189,71.0,AT_RISK
INV001190,198.0,AT_RISK
INV001191,48.0,AT_RISK
INV001192,143.0,AT_RISK
INV001193,100.0,AT_RISK
INV001194,159.0,AT_RISK
INV001195,167.0,AT_RISK
INV001196,169.0,AT_RISK
INV001197,186.0,AT_RISK
INV001198,168.0,AT_RISK
INV001199,143.0,AT_RISK
INV001200,354.0,AT_RISK
INV001201,,ACTIVE
INV001202,103.0,AT_RISK
INV001203,225.0,AT_RISK
INV001204,246.0,AT_RISK
INV001205,,ACTIVE
INV001206,190.0,AT_RISK
INV001207,166.0,AT_RISK
INV001208,107.0,AT_RISK
INV001209,88.0,AT_RISK
INV001210,93.0,AT_RISK
INV001211,,ACTIVE
INV001212,130.0,AT_RISK
INV001213,250.0,AT_RISK
INV001214,,ACTIVE
INV001215,332.0,AT_RISK
INV001216,362.0,AT_RISK
INV001217,205.0,AT_RISK
INV001218,247.0,AT_RISK
INV001219,118.0,AT_RISK
INV001220,104.0,AT_RISK
INV001221,182.0,AT_RISK
INV001222,202.0,AT_RISK
INV001223,175.0,AT_RISK
INV001224,113.0,AT_RISK
INV001225,181.0,AT_RISK
INV001226,,ACTIVE
INV001227,138.0,AT_RISK
INV001228,142.0,AT_RISK
INV001229,103.0,AT_RISK
INV001230,104.0,AT_RISK
INV001231,,ACTIVE
INV001232,207.0,AT_RISK
INV001233,189.0,AT_RISK
INV001234,119.0,AT_RISK
INV001235,161.0,AT_RISK
INV001236,178.0,AT_RISK
INV001237,182.0,AT_RISK
INV001238,220.0,AT_RISK
INV001239,,ACTIVE
INV001240,,ACTIVE
INV001241,102.0,AT_RISK
INV001242,128.0,AT_RISK
INV001243,,ACTIVE
INV001244,77.0,AT_RISK
INV001245,,ACTIVE
INV001246,184.0,AT_RISK
INV001247,139.0,AT_RISK
INV001248,,ACTIVE
INV001249,189.0,AT_RISK
INV001250,353.0,AT_RISK
INV001251,223.0,AT_RISK
INV001254,124.0,AT_RISK
INV001255,304.0,AT_RISK
INV001256,308.0,AT_RISK
INV001257,198.0,AT_RISK
INV001258,58.0,AT_RISK
INV001259,298.0,AT_RISK
INV001260,163.0,AT_RISK
INV001261,140.0,AT_RISK
INV001262,116.0,AT_RISK
INV001263,139.0,AT_RISK
INV001264,179.0,AT_RISK
INV001265,217.0,AT_RISK
INV001266,,ACTIVE
INV001267,293.0,AT_RISK
INV001269,231.0,AT_RISK
INV001270,,ACTIVE
INV001271,140.0,AT_RISK
INV001273,332.0,AT_RISK
INV001274,161.0,AT_RISK
INV001275,140.0,AT_RISK
INV001276,226.0,AT_RISK
INV001277,420.0,AT_RISK
INV001279,417.0,AT_RISK
INV001280,8.0,ACTIVE
INV001281,323.0,AT_RISK
INV001282,196.0,AT_RISK
INV001284,228.0,AT_RISK
INV001285,,ACTIVE
INV001286,26.0,ACTIVE
INV001287,157.0,AT_RISK
INV001288,148.0,AT_RISK
INV001289,221.0,AT_RISK
INV001290,294.0,AT_RISK
INV001291,181.0,AT_RISK
INV001292,116.0,AT_RISK
INV001294,,ACTIVE
INV001295,165.0,AT_RISK
INV001296,,ACTIVE
INV001297,247.0,AT_RISK
INV001298,158.0,AT_RISK
INV001299,121.0,AT_RISK
INV001300,115.0,AT_RISK
INV001301,,ACTIVE
INV001302,,ACTIVE
INV001304,177.0,AT_RISK
INV001305,42.0,AT_RISK
INV001306,92.0,AT_RISK
INV001307,304.0,AT_RISK
INV001308,147.0,AT_RISK
INV001309,,ACTIVE
INV001310,232.0,AT_RISK
INV001311,192.0,AT_RISK
INV001312,130.0,AT_RISK
INV001313,,ACTIVE
INV001314,130.0,AT_RISK
INV001315,124.0,AT_RISK
INV001316,198.0,AT_RISK
INV001317,162.0,AT_RISK
INV001318,150.0,AT_RISK
INV001319,76.0,AT_RISK
INV001320,94.0,AT_RISK
INV001321,123.0,AT_RISK
INV001322,149.0,AT_RISK
INV001323,,ACTIVE
INV001324,,ACTIVE
INV001325,437.0,AT_RISK
INV001326,182.0,AT_RISK
INV001327,,ACTIVE
INV001328,71.0,AT_RISK
INV001329,97.0,AT_RISK
INV001330,164.0,AT_RISK
INV001331,202.0,AT_RISK
INV001332,179.0,AT_RISK
INV001333,185.0,AT_RISK
INV001334,159.0,AT_RISK
INV001335,,ACTIVE
INV001336,198.0,AT_RISK
INV001337,167.0,AT_RISK
INV001338,,ACTIVE
INV001339,,ACTIVE
INV001340,,ACTIVE
INV001341,202.0,AT_RISK
INV001342,261.0,AT_RISK
INV001343,159.0,AT_RISK
INV001344,,ACTIVE
INV001345,269.0,AT_RISK
INV001346,137.0,AT_RISK
INV001347,265.0,AT_RISK
INV001348,121.0,AT_RISK
INV001349,,ACTIVE
INV001350,411.0,AT_RISK
INV001351,208.0,AT_RISK
INV001352,34.0,ACTIVE
INV001353,134.0,AT_RISK
INV001354,327.0,AT_RISK
INV001355,187.0,AT_RISK
INV001356,191.0,AT_RISK
INV001357,133.0,AT_RISK
INV001358,,ACTIVE
INV001359,313.0,AT_RISK
INV001360,,ACTIVE
INV001361,103.0,AT_RISK
INV001362,37.0,AT_RISK
INV001363,217.0,AT_RISK
INV001365,100.0,AT_RISK
INV001366,181.0,AT_RISK
INV001367,222.0,AT_RISK
INV001368,,ACTIVE
INV001369,222.0,AT_RISK
INV001370,164.0,AT_RISK
INV001371,,ACTIVE
INV001372,199.0,AT_RISK
INV001373,154.0,AT_RISK
INV001374,33.0,ACTIVE
INV001375,176.0,AT_RISK
INV001376,181.0,AT_RISK
INV001377,103.0,AT_RISK
INV001378,,ACTIVE
INV001379,74.0,AT_RISK
INV001380,,ACTIVE
INV001382,292.0,AT_RISK
INV001383,117.0,AT_RISK
INV001384,173.0,AT_RISK
INV001385,305.0,AT_RISK
INV001386,201.0,AT_RISK
INV001387,130.0,AT_RISK
INV001388,262.0,AT_RISK
INV001389,,ACTIVE
INV001390,400.0,AT_RISK
INV001391,114.0,AT_RISK
INV001392,108.0,AT_RISK
INV001393,208.0,AT_RISK
INV001394,171.0,AT_RISK
INV001395,197.0,AT_RISK
INV001396,122.0,AT_RISK
INV001397,230.0,AT_RISK
INV001398,301.0,AT_RISK
INV001399,135.0,AT_RISK
INV001400,266.0,AT_RISK
INV001401,197.0,AT_RISK
INV001402,328.0,AT_RISK
INV001403,,ACTIVE
INV001404,201.0,AT_RISK
INV001405,288.0,AT_RISK
INV001406,202.0,AT_RISK
INV001407,141.0,AT_RISK
INV001408,46.0,AT_RISK
INV001409,70.0,AT_RISK
INV001410,164.0,AT_RISK
INV001411,273.0,AT_RISK
INV001412,141.0,AT_RISK
INV001413,125.0,AT_RISK
INV001414,,ACTIVE
INV001415,173.0,AT_RISK
INV001416,303.0,AT_RISK
INV001417,,ACTIVE
INV001418,187.0,AT_RISK
INV001419,137.0,AT_RISK
INV001420,272.0,AT_RISK
INV001421,164.0,AT_RISK
INV001422,43.0,AT_RISK
INV001423,105.0,AT_RISK
INV001424,231.0,AT_RISK
INV001425,445.0,AT_RISK
INV001426,,ACTIVE
INV001427,,ACTIVE
INV001428,174.0,AT_RISK
INV001429,,ACTIVE
INV001430,,ACTIVE
INV001431,98.0,AT_RISK
INV001432,175.0,AT_RISK
INV001433,112.0,AT_RISK
INV001434,178.0,AT_RISK
INV001435,36.0,AT_RISK
INV001436,37.0,AT_RISK
INV001437,,ACTIVE
INV001438,,ACTIVE
INV001439,224.0,AT_RISK
INV001440,226.0,AT_RISK
INV001441,60.0,AT_RISK
INV001442,238.0,AT_RISK
INV001443,126.0,AT_RISK
INV001444,54.0,AT_RISK
INV001445,78.0,AT_RISK
INV001446,139.0,AT_RISK
INV001447,257.0,AT_RISK
INV001448,96.0,AT_RISK
INV001449,126.0,AT_RISK
INV001450,73.0,AT_RISK
INV001451,,ACTIVE
INV001452,78.0,AT_RISK
INV001453,157.0,AT_RISK
INV001454,176.0,AT_RISK
INV001455,153.0,AT_RISK
INV001456,200.0,AT_RISK
INV001457,63.0,AT_RISK
INV001458,101.0,AT_RISK
INV001459,,ACTIVE
INV001460,154.0,AT_RISK
INV001461,43.0,AT_RISK
INV001462,209.0,AT_RISK
INV001463,71.0,AT_RISK
INV001464,,ACTIVE
INV001465,273.0,AT_RISK
INV001466,82.0,AT_RISK
INV001467,321.0,AT_RISK
INV001468,6.0,ACTIVE
INV001469,,ACTIVE
INV001470,299.0,AT_RISK
INV001472,141.0,AT_RISK
INV001473,431.0,AT_RISK
INV001474,,ACTIVE
INV001475,131.0,AT_RISK
INV001476,367.0,AT_RISK
INV001477,,ACTIVE
INV001478,200.0,AT_RISK
INV001479,204.0,AT_RISK
INV001480,172.0,AT_RISK
INV001481,241.0,AT_RISK
INV001482,280.0,AT_RISK
INV001483,179.0,AT_RISK
INV001484,18.0,ACTIVE
INV001485,150.0,AT_RISK
INV001486,,ACTIVE
INV001487,112.0,AT_RISK
INV001488,298.0,AT_RISK
INV001489,162.0,AT_RISK
INV001491,260.0,AT_RISK
INV001492,208.0,AT_RISK
INV001494,254.0,AT_RISK
INV001495,16.0,ACTIVE
INV001496,165.0,AT_RISK
INV001497,138.0,AT_RISK
INV001498,,ACTIVE
INV001499,126.0,AT_RISK
INV001500,112.0,AT_RISK
INV001501,226.0,AT_RISK
INV001502,,ACTIVE
INV001503,144.0,AT_RISK
INV001504,134.0,AT_RISK
INV001505,296.0,AT_RISK
INV001506,237.0,AT_RISK
INV001507,167.0,AT_RISK
INV001508,373.0,AT_RISK
INV001509,,ACTIVE
INV001510,124.0,AT_RISK
INV001511,,ACTIVE
INV001512,195.0,AT_RISK
INV001513,95.0,AT_RISK
INV001514,72.0,AT_RISK
INV001515,253.0,AT_RISK
INV001516,85.0,AT_RISK
INV001518,90.0,AT_RISK
INV001519,79.0,AT_RISK
INV001520,,ACTIVE
INV001521,207.0,AT_RISK
INV001522,205.0,AT_RISK
INV001524,210.0,AT_RISK
INV001525,103.0,AT_RISK
INV001526,134.0,AT_RISK
INV001527,,ACTIVE
INV001528,254.0,AT_RISK
INV001529,,ACTIVE
INV001530,122.0,AT_RISK
INV001531,139.0,AT_RISK
INV001532,101.0,AT_RISK
INV001534,213.0,AT_RISK
INV001535,421.0,AT_RISK
INV001536,189.0,AT_RISK
INV001537,88.0,AT_RISK
INV001538,175.0,AT_RISK
INV001539,306.0,AT_RISK
INV001540,325.0,AT_RISK
INV001542,119.0,AT_RISK
INV001543,252.0,AT_RISK
INV001544,241.0,AT_RISK
INV001545,208.0,AT_RISK
INV001547,119.0,AT_RISK
INV001548,197.0,AT_RISK
INV001549,78.0,AT_RISK
INV001550,191.0,AT_RISK
INV001551,131.0,AT_RISK
INV001552,,ACTIVE
INV001553,151.0,AT_RISK
INV001554,5.0,ACTIVE
INV001555,199.0,AT_RISK
INV001556,128.0,AT_RISK
INV001557,371.0,AT_RISK
INV001558,156.0,AT_RISK
INV001560,400.0,AT_RISK
INV001561,198.0,AT_RISK
INV001562,146.0,AT_RISK
INV001563,,ACTIVE
INV001564,157.0,AT_RISK
INV001566,256.0,AT_RISK
INV001567,92.0,AT_RISK
INV001568,,ACTIVE
INV001569,314.0,AT_RISK
INV001570,304.0,AT_RISK
INV001571,,ACTIVE
INV001572,,ACTIVE
INV001573,109.0,AT_RISK
INV001574,118.0,AT_RISK
INV001575,155.0,AT_RISK
INV001576,169.0,AT_RISK
INV001577,,ACTIVE
INV001578,,ACTIVE
INV001579,193.0,AT_RISK
INV001580,119.0,AT_RISK
INV001581,,ACTIVE
INV001582,,ACTIVE
INV001583,112.0,AT_RISK
INV001584,62.0,AT_RISK
INV001585,182.0,AT_RISK
INV001586,164.0,AT_RISK
INV001587,144.0,AT_RISK
INV001588,101.0,AT_RISK
INV001589,,ACTIVE
INV001590,253.0,AT_RISK
INV001591,69.0,AT_RISK
INV001592,4.0,ACTIVE
INV001593,,ACTIVE
INV001594,122.0,AT_RISK
INV001595,194.0,AT_RISK
INV001596,,ACTIVE
INV001597,165.0,AT_RISK
INV001598,112.0,AT_RISK
INV001599,133.0,AT_RISK
INV001600,260.0,AT_RISK
INV001601,,ACTIVE
INV001602,294.0,AT_RISK
INV001603,93.0,AT_RISK
INV001604,72.0,AT_RISK
INV001605,136.0,AT_RISK
INV001606,148.0,AT_RISK
INV001607,462.0,AT_RISK
INV001608,117.0,AT_RISK
INV001609,164.0,AT_RISK
INV001611,160.0,AT_RISK
INV001612,175.0,AT_RISK
INV001613,,ACTIVE
INV001614,27.0,ACTIVE
INV001615,230.0,AT_RISK
INV001616,117.0,AT_RISK
INV001617,,ACTIVE
INV001618,201.0,AT_RISK
INV001619,226.0,AT_RISK
INV001620,140.0,AT_RISK
INV001621,232.0,AT_RISK
INV001622,196.0,AT_RISK
INV001623,188.0,AT_RISK
INV001624,68.0,AT_RISK
INV001625,209.0,AT_RISK
INV001626,244.0,AT_RISK
INV001627,326.0,AT_RISK
INV001628,139.0,AT_RISK
INV001629,82.0,AT_RISK
INV001630,126.0,AT_RISK
INV001631,101.0,AT_RISK
INV001633,,ACTIVE
INV001634,,ACTIVE
INV001635,200.0,AT_RISK
INV001636,159.0,AT_RISK
INV001637,,ACTIVE
INV001638,40.0,AT_RISK
INV001639,85.0,AT_RISK
INV001640,48.0,AT_RISK
INV001641,168.0,AT_RISK
INV001642,,ACTIVE
INV001643,148.0,AT_RISK
INV001644,89.0,AT_RISK
INV001645,202.0,AT_RISK
INV001646,250.0,AT_RISK
INV001648,117.0,AT_RISK
INV001649,120.0,AT_RISK
INV001650,193.0,AT_RISK
INV001651,130.0,AT_RISK
INV001652,149.0,AT_RISK
INV001653,94.0,AT_RISK
INV001654,137.0,AT_RISK
INV001655,97.0,AT_RISK
INV001656,246.0,AT_RISK
INV001658,254.0,AT_RISK
INV001659,41.0,AT_RISK
INV001660,253.0,AT_RISK
INV001661,292.0,AT_RISK
INV001662,147.0,AT_RISK
INV001663,123.0,AT_RISK
INV001664,,ACTIVE
INV001665,125.0,AT_RISK
INV001666,94.0,AT_RISK
INV001667,,ACTIVE
INV001668,,ACTIVE
INV001669,15.0,ACTIVE
INV001670,224.0,AT_RISK
INV001671,346.0,AT_RISK
INV001672,130.0,AT_RISK
INV001673,181.0,AT_RISK
INV001674,144.0,AT_RISK
INV001676,,ACTIVE
INV001677,380.0,AT_RISK
INV001678,,ACTIVE
INV001679,263.0,AT_RISK
INV001680,200.0,AT_RISK
INV001681,330.0,AT_RISK
INV001682,,ACTIVE
INV001683,186.0,AT_RISK
INV001684,240.0,AT_RISK
INV001685,44.0,AT_RISK
INV001686,,ACTIVE
INV001687,227.0,AT_RISK
INV001688,279.0,AT_RISK
INV001689,153.0,AT_RISK
INV001690,114.0,AT_RISK
INV001691,254.0,AT_RISK
INV001692,34.0,ACTIVE
INV001693,257.0,AT_RISK
INV001694,144.0,AT_RISK
INV001695,82.0,AT_RISK
INV001696,243.0,AT_RISK
INV001697,287.0,AT_RISK
INV001698,,ACTIVE
INV001699,183.0,AT_RISK
INV001700,,ACTIVE
INV001701,262.0,AT_RISK
INV001702,,ACTIVE
INV001703,,ACTIVE
INV001705,85.0,AT_RISK
INV001706,269.0,AT_RISK
INV001707,314.0,AT_RISK
INV001708,327.0,AT_RISK
INV001709,84.0,AT_RISK
INV001710,,ACTIVE
INV001711,189.0,AT_RISK
INV001712,144.0,AT_RISK
INV001713,168.0,AT_RISK
INV001714,247.0,AT_RISK
INV001715,188.0,AT_RISK
INV001716,113.0,AT_RISK
INV001718,237.0,AT_RISK
INV001719,121.0,AT_RISK
INV001720,212.0,AT_RISK
INV001721,208.0,AT_RISK
INV001722,291.0,AT_RISK
INV001723,27.0,ACTIVE
INV001724,134.0,AT_RISK
INV001725,212.0,AT_RISK
INV001726,,ACTIVE
INV001727,244.0,AT_RISK
INV001728,131.0,AT_RISK
INV001729,,ACTIVE
INV001730,17.0,ACTIVE
INV001731,310.0,AT_RISK
INV001732,256.0,AT_RISK
INV001733,,ACTIVE
INV001734,187.0,AT_RISK
INV001735,234.0,AT_RISK
INV001736,185.0,AT_RISK
INV001737,191.0,AT_RISK
INV001738,153.0,AT_RISK
INV001739,96.0,AT_RISK
INV001740,206.0,AT_RISK
INV001741,260.0,AT_RISK
INV001742,111.0,AT_RISK
INV001743,67.0,AT_RISK
INV001744,155.0,AT_RISK
INV001745,288.0,AT_RISK
INV001746,186.0,AT_RISK
INV001747,403.0,AT_RISK
INV001748,199.0,AT_RISK
INV001749,,ACTIVE
INV001750,286.0,AT_RISK
INV001751,67.0,AT_RISK
INV001752,170.0,AT_RISK
INV001753,128.0,AT_RISK
INV001754,69.0,AT_RISK
INV001757,121.0,AT_RISK
INV001758,135.0,AT_RISK
INV001759,126.0,AT_RISK
INV001760,221.0,AT_RISK
INV001761,,ACTIVE
INV001762,93.0,AT_RISK
INV001763,149.0,AT_RISK
INV001764,256.0,AT_RISK
INV001765,278.0,AT_RISK
INV001766,166.0,AT_RISK
INV001768,2.0,ACTIVE
INV001769,166.0,AT_RISK
INV001770,166.0,AT_RISK
INV001771,,ACTIVE
INV001772,184.0,AT_RISK
INV001773,130.0,AT_RISK
INV001774,155.0,AT_RISK
INV001775,65.0,AT_RISK
INV001776,,ACTIVE
INV001777,156.0,AT_RISK
INV001778,283.0,AT_RISK
INV001779,,ACTIVE
INV001780,,ACTIVE
INV001781,153.0,AT_RISK
INV001782,99.0,AT_RISK
INV001783,156.0,AT_RISK
INV001784,194.0,AT_RISK
INV001785,383.0,AT_RISK
INV001786,,ACTIVE
INV001787,62.0,AT_RISK
INV001788,93.0,AT_RISK
INV001789,110.0,AT_RISK
INV001790,354.0,AT_RISK
INV001791,204.0,AT_RISK
INV001792,126.0,AT_RISK
INV001793,,ACTIVE
INV001794,224.0,AT_RISK
INV001795,389.0,AT_RISK
INV001796,54.0,AT_RISK
INV001797,132.0,AT_RISK
INV001798,118.0,AT_RISK
INV001799,198.0,AT_RISK
INV001800,132.0,AT_RISK
INV001801,128.0,AT_RISK
INV001802,151.0,AT_RISK
INV001803,127.0,AT_RISK
INV001804,126.0,AT_RISK
INV001805,100.0,AT_RISK
INV001806,209.0,AT_RISK
INV001809,249.0,AT_RISK
INV001810,142.0,AT_RISK
INV001811,196.0,AT_RISK
INV001813,191.0,AT_RISK
INV001814,169.0,AT_RISK
INV001815,90.0,AT_RISK
INV001816,76.0,AT_RISK
INV001817,,ACTIVE
INV001818,,ACTIVE
INV001819,189.0,AT_RISK
INV001820,178.0,AT_RISK
INV001821,293.0,AT_RISK
INV001822,43.0,AT_RISK
INV001823,172.0,AT_RISK
INV001824,,ACTIVE
INV001825,155.0,AT_RISK
INV001826,128.0,AT_RISK
INV001827,234.0,AT_RISK
INV001828,91.0,AT_RISK
INV001829,170.0,AT_RISK
INV001830,112.0,AT_RISK
INV001831,181.0,AT_RISK
INV001832,128.0,AT_RISK
INV001833,163.0,AT_RISK
INV001834,178.0,AT_RISK
INV001835,61.0,AT_RISK
INV001836,112.0,AT_RISK
INV001837,157.0,AT_RISK
INV001838,,ACTIVE
INV001839,391.0,AT_RISK
INV001840,,ACTIVE
INV001841,129.0,AT_RISK
INV001842,248.0,AT_RISK
INV001843,178.0,AT_RISK
INV001844,362.0,AT_RISK
INV001845,255.0,AT_RISK
INV001846,183.0,AT_RISK
INV001847,219.0,AT_RISK
INV001848,270.0,AT_RISK
INV001849,169.0,AT_RISK
INV001850,227.0,AT_RISK
INV001851,223.0,AT_RISK
INV001852,187.0,AT_RISK
INV001853,95.0,AT_RISK
INV001854,,ACTIVE
INV001855,159.0,AT_RISK
INV001856,321.0,AT_RISK
INV001857,310.0,AT_RISK
INV001858,261.0,AT_RISK
INV001859,197.0,AT_RISK
INV001860,494.0,AT_RISK
INV001861,96.0,AT_RISK
INV001862,,ACTIVE
INV001863,3.0,ACTIVE
INV001865,145.0,AT_RISK
INV001866,117.0,AT_RISK
INV001867,350.0,AT_RISK
INV001868,181.0,AT_RISK
INV001869,,ACTIVE
INV001870,164.0,AT_RISK
INV001871,101.0,AT_RISK
INV001872,246.0,AT_RISK
INV001873,83.0,AT_RISK
INV001874,203.0,AT_RISK
INV001875,49.0,AT_RISK
INV001876,235.0,AT_RISK
INV001877,123.0,AT_RISK
INV001878,3.0,ACTIVE
INV001879,202.0,AT_RISK
INV001880,119.0,AT_RISK
INV001881,120.0,AT_RISK
INV001882,113.0,AT_RISK
INV001883,203.0,AT_RISK
